Dir,Comments,Annotated,Nem,Image,Y,X,Mag,Family,Genus,Species,View,overall body length,distance of vulva from anterior ,% distance of vulva from anterior,stylet or spear length (stomatostyle or odontostyle),% distance from anterior to median bulb relative to length of esophagus,% distance of anterior phasmid from anterior of nematode in relation to body length,% distance of dorsal esophageal gland opening from stylet knobs in relation to stylet length,% distance of phasmid from anus in relation to length of tail,% distance of posterior phasmid from anterior of nematode in relation to body length,% length of anterior female gonad in relation to body length,% length of male gonad relative to body length,% length of posterior female gonad in relation to body length,(distance of dorsal esophageal gland opening from stylet knobs x 100)/(length of stylet),(distance of phasmid(when not erratic) from anus x 100)/( length of tail),body length / distance from anterior to base of esophageal glands,body length / distance from anterior to esophago-intestinal valve,body length / greatest body diameter,body length / tail length,capitulum length in µm,conus of stomatostyle/total stomatosyle length,distance from anterior end to excretory pore in µm,distance from base of stylet to median bulb valve/stylet length.,distance from vulva to anus,gubernaculurn length in µm,number of body annules between anterior and excretory pore,number of body annules between anus and tail tip,number of body annules between vulva and anus,number of body annules between vulva and tail tip,number of specimens on which measurements are based,portion of body from anus or cloaca to posterior terminus,SE/L (measured in same units) expressed as %).,spicule length in µm,stylet extension (odontophore) length in µm,stylet length / body diameter at base of stylet,stylet length/body length (measured in same units as %).,tail length / tail diameter at anus or cloaca,total number of body annules,Flickr URL
./../../Slide/ogf-0006/Metadata.ods,,,Nem_0005,ogf-0006/Nem_0005\040x\1679.jpg,15.9,139.9,,Rhabditidae,,,,1314.42,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0006/Metadata.ods,,,Nem_0005,ogf-0006/Nem_0005\040x\1680.jpg,15.9,139.9,,Rhabditidae,,,,1314.42,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0006/Metadata.ods,,,Nem_0005,ogf-0006/Nem_0005\040x\1681.jpg,15.9,139.9,,Rhabditidae,,,,1314.42,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0006/Metadata.ods,,,Nem_0005,ogf-0006/Nem_0005\040x\1682.jpg,15.9,139.9,,Rhabditidae,,,,1314.42,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0006/Metadata.ods,,,Nem_0005,ogf-0006/Nem_0005\100x\1725.jpg,15.9,139.9,,Rhabditidae,,,,1314.42,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0006/Metadata.ods,,,Nem_0005,ogf-0006/Nem_0005\100x\1726.jpg,15.9,139.9,,Rhabditidae,,,,1314.42,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0006/Metadata.ods,,,Nem_0005,ogf-0006/Nem_0005\100x\1727.jpg,15.9,139.9,,Rhabditidae,,,,1314.42,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0006/Metadata.ods,,,Nem_0005,ogf-0006/Nem_0005\100x\1728.jpg,15.9,139.9,,Rhabditidae,,,,1314.42,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0006/Metadata.ods,,,Nem_0005,ogf-0006/Nem_0005\100x\1729.jpg,15.9,139.9,,Rhabditidae,,,,1314.42,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0006/Metadata.ods,,,Nem_0005,ogf-0006/Nem_0005\100x\1730.jpg,15.9,139.9,,Rhabditidae,,,,1314.42,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0006/Metadata.ods,,,Nem_0005,ogf-0006/Nem_0005\100x\1731.jpg,15.9,139.9,,Rhabditidae,,,,1314.42,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0006/Metadata.ods,,,Nem_0005,ogf-0006/Nem_0005\100x\1732.jpg,15.9,139.9,,Rhabditidae,,,,1314.42,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0001,ogf-0007/Nem_0001\010x\2340.jpg,9.5,142.0,,Mononchidae,,,,2479.78,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0001,ogf-0007/Nem_0001\010x\2341.jpg,9.5,142.0,,Mononchidae,,,,2479.78,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0001,ogf-0007/Nem_0001\010x\2342.jpg,9.5,142.0,,Mononchidae,,,,2479.78,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0001,ogf-0007/Nem_0001\020x\1734.jpg,9.5,142.0,,Mononchidae,,,,2479.78,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0001,ogf-0007/Nem_0001\020x\1735.jpg,9.5,142.0,,Mononchidae,,,,2479.78,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0001,ogf-0007/Nem_0001\020x\1736.jpg,9.5,142.0,,Mononchidae,,,,2479.78,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0001,ogf-0007/Nem_0001\020x\1737.jpg,9.5,142.0,,Mononchidae,,,,2479.78,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0001,ogf-0007/Nem_0001\020x\1738.jpg,9.5,142.0,,Mononchidae,,,,2479.78,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0001,ogf-0007/Nem_0001\040x\1749.jpg,9.5,142.0,,Mononchidae,,,,2479.78,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0001,ogf-0007/Nem_0001\040x\1750.jpg,9.5,142.0,,Mononchidae,,,,2479.78,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0001,ogf-0007/Nem_0001\040x\1751.jpg,9.5,142.0,,Mononchidae,,,,2479.78,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0001,ogf-0007/Nem_0001\040x\1752.jpg,9.5,142.0,,Mononchidae,,,,2479.78,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0001,ogf-0007/Nem_0001\040x\1753.jpg,9.5,142.0,,Mononchidae,,,,2479.78,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0001,ogf-0007/Nem_0001\100x\1799.jpg,9.5,142.0,,Mononchidae,,,,2479.78,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0001,ogf-0007/Nem_0001\100x\1808.jpg,9.5,142.0,,Mononchidae,,,,2479.78,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0001,ogf-0007/Nem_0001\100x\1809.jpg,9.5,142.0,,Mononchidae,,,,2479.78,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0001,ogf-0007/Nem_0001\100x\1810.jpg,9.5,142.0,,Mononchidae,,,,2479.78,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0001,ogf-0007/Nem_0001\100x\1811.jpg,9.5,142.0,,Mononchidae,,,,2479.78,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0001,ogf-0007/Nem_0001\100x\1812.jpg,9.5,142.0,,Mononchidae,,,,2479.78,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0001,ogf-0007/Nem_0001\100x\1813.jpg,9.5,142.0,,Mononchidae,,,,2479.78,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0001,ogf-0007/Nem_0001\100x\1814.jpg,9.5,142.0,,Mononchidae,,,,2479.78,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0001,ogf-0007/Nem_0001\100x\1815.jpg,9.5,142.0,,Mononchidae,,,,2479.78,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0001,ogf-0007/Nem_0001\100x\1816.jpg,9.5,142.0,,Mononchidae,,,,2479.78,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0001,ogf-0007/Nem_0001\100x\1817.jpg,9.5,142.0,,Mononchidae,,,,2479.78,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0002,ogf-0007/Nem_0002\010x\2343.jpg,10.5,138.9,,Criconematidae,,,,605.35,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0002,ogf-0007/Nem_0002\010x\2344.jpg,10.5,138.9,,Criconematidae,,,,605.35,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0002,ogf-0007/Nem_0002\020x\1739.jpg,10.5,138.9,,Criconematidae,,,,605.35,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0002,ogf-0007/Nem_0002\020x\1740.jpg,10.5,138.9,,Criconematidae,,,,605.35,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0002,ogf-0007/Nem_0002\040x\1754.jpg,10.5,138.9,,Criconematidae,,,,605.35,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0002,ogf-0007/Nem_0002\040x\1755.jpg,10.5,138.9,,Criconematidae,,,,605.35,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0002,ogf-0007/Nem_0002\100x\1818.jpg,10.5,138.9,,Criconematidae,,,,605.35,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0002,ogf-0007/Nem_0002\100x\1819.jpg,10.5,138.9,,Criconematidae,,,,605.35,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0002,ogf-0007/Nem_0002\100x\1820.jpg,10.5,138.9,,Criconematidae,,,,605.35,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0002,ogf-0007/Nem_0002\100x\1821.jpg,10.5,138.9,,Criconematidae,,,,605.35,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0003,ogf-0007/Nem_0003\010x\2345.jpg,11.5,136.5,,Mononchidae,,,,1298.97,800.36,0.616149718623217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0003,ogf-0007/Nem_0003\010x\2346.jpg,11.5,136.5,,Mononchidae,,,,1298.97,800.36,0.616149718623217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0003,ogf-0007/Nem_0003\010x\2347.jpg,11.5,136.5,,Mononchidae,,,,1298.97,800.36,0.616149718623217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0003,ogf-0007/Nem_0003\010x\2348.jpg,11.5,136.5,,Mononchidae,,,,1298.97,800.36,0.616149718623217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0003,ogf-0007/Nem_0003\020x\1741.jpg,11.5,136.5,,Mononchidae,,,,1298.97,800.36,0.616149718623217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0003,ogf-0007/Nem_0003\020x\1742.jpg,11.5,136.5,,Mononchidae,,,,1298.97,800.36,0.616149718623217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0003,ogf-0007/Nem_0003\040x\1757.jpg,11.5,136.5,,Mononchidae,,,,1298.97,800.36,0.616149718623217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0003,ogf-0007/Nem_0003\040x\1758.jpg,11.5,136.5,,Mononchidae,,,,1298.97,800.36,0.616149718623217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0003,ogf-0007/Nem_0003\040x\1759.jpg,11.5,136.5,,Mononchidae,,,,1298.97,800.36,0.616149718623217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0003,ogf-0007/Nem_0003\040x\1760.jpg,11.5,136.5,,Mononchidae,,,,1298.97,800.36,0.616149718623217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0003,ogf-0007/Nem_0003\040x\1761.jpg,11.5,136.5,,Mononchidae,,,,1298.97,800.36,0.616149718623217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0003,ogf-0007/Nem_0003\040x\1762.jpg,11.5,136.5,,Mononchidae,,,,1298.97,800.36,0.616149718623217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0003,ogf-0007/Nem_0003\040x\1763.jpg,11.5,136.5,,Mononchidae,,,,1298.97,800.36,0.616149718623217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0003,ogf-0007/Nem_0003\040x\1764.jpg,11.5,136.5,,Mononchidae,,,,1298.97,800.36,0.616149718623217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0003,ogf-0007/Nem_0003\040x\1765.jpg,11.5,136.5,,Mononchidae,,,,1298.97,800.36,0.616149718623217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0003,ogf-0007/Nem_0003\040x\1766.jpg,11.5,136.5,,Mononchidae,,,,1298.97,800.36,0.616149718623217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0003,ogf-0007/Nem_0003\040x\1767.jpg,11.5,136.5,,Mononchidae,,,,1298.97,800.36,0.616149718623217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0003,ogf-0007/Nem_0003\040x\1768.jpg,11.5,136.5,,Mononchidae,,,,1298.97,800.36,0.616149718623217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0003,ogf-0007/Nem_0003\100x\1823.jpg,11.5,136.5,,Mononchidae,,,,1298.97,800.36,0.616149718623217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0003,ogf-0007/Nem_0003\100x\1824.jpg,11.5,136.5,,Mononchidae,,,,1298.97,800.36,0.616149718623217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0003,ogf-0007/Nem_0003\100x\1825.jpg,11.5,136.5,,Mononchidae,,,,1298.97,800.36,0.616149718623217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0003,ogf-0007/Nem_0003\100x\1826.jpg,11.5,136.5,,Mononchidae,,,,1298.97,800.36,0.616149718623217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0003,ogf-0007/Nem_0003\100x\1827.jpg,11.5,136.5,,Mononchidae,,,,1298.97,800.36,0.616149718623217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0003,ogf-0007/Nem_0003\100x\1828.jpg,11.5,136.5,,Mononchidae,,,,1298.97,800.36,0.616149718623217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0003,ogf-0007/Nem_0003\100x\1829.jpg,11.5,136.5,,Mononchidae,,,,1298.97,800.36,0.616149718623217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0003,ogf-0007/Nem_0003\100x\1830.jpg,11.5,136.5,,Mononchidae,,,,1298.97,800.36,0.616149718623217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0003,ogf-0007/Nem_0003\100x\1831.jpg,11.5,136.5,,Mononchidae,,,,1298.97,800.36,0.616149718623217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0003,ogf-0007/Nem_0003\100x\1832.jpg,11.5,136.5,,Mononchidae,,,,1298.97,800.36,0.616149718623217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0004,ogf-0007/Nem_0004\010x\2349.jpg,13.1,142.0,,Tylenchidae,,,,605.3,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0004,ogf-0007/Nem_0004\010x\2350.jpg,13.1,142.0,,Tylenchidae,,,,605.3,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0004,ogf-0007/Nem_0004\020x\1743.jpg,13.1,142.0,,Tylenchidae,,,,605.3,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0004,ogf-0007/Nem_0004\040x\1769.jpg,13.1,142.0,,Tylenchidae,,,,605.3,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0004,ogf-0007/Nem_0004\040x\1770.jpg,13.1,142.0,,Tylenchidae,,,,605.3,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0004,ogf-0007/Nem_0004\040x\1771.jpg,13.1,142.0,,Tylenchidae,,,,605.3,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0004,ogf-0007/Nem_0004\040x\1772.jpg,13.1,142.0,,Tylenchidae,,,,605.3,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0004,ogf-0007/Nem_0004\040x\1773.jpg,13.1,142.0,,Tylenchidae,,,,605.3,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0004,ogf-0007/Nem_0004\040x\1774.jpg,13.1,142.0,,Tylenchidae,,,,605.3,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0004,ogf-0007/Nem_0004\100x\1743.jpg,13.1,142.0,,Tylenchidae,,,,605.3,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0004,ogf-0007/Nem_0004\100x\1833.jpg,13.1,142.0,,Tylenchidae,,,,605.3,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0004,ogf-0007/Nem_0004\100x\1834.jpg,13.1,142.0,,Tylenchidae,,,,605.3,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0004,ogf-0007/Nem_0004\100x\1835.jpg,13.1,142.0,,Tylenchidae,,,,605.3,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0004,ogf-0007/Nem_0004\100x\1836.jpg,13.1,142.0,,Tylenchidae,,,,605.3,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0004,ogf-0007/Nem_0004\100x\1837.jpg,13.1,142.0,,Tylenchidae,,,,605.3,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0004,ogf-0007/Nem_0004\100x\1838.jpg,13.1,142.0,,Tylenchidae,,,,605.3,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0005,ogf-0007/Nem_0005\010x\2351.jpg,13.1,138.0,,Dorylaimidae,,,,2666.28,1397.73,0.524224762590576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0005,ogf-0007/Nem_0005\010x\2352.jpg,13.1,138.0,,Dorylaimidae,,,,2666.28,1397.73,0.524224762590576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0005,ogf-0007/Nem_0005\010x\2353.jpg,13.1,138.0,,Dorylaimidae,,,,2666.28,1397.73,0.524224762590576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0005,ogf-0007/Nem_0005\020x\1744.jpg,13.1,138.0,,Dorylaimidae,,,,2666.28,1397.73,0.524224762590576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0005,ogf-0007/Nem_0005\020x\1745.jpg,13.1,138.0,,Dorylaimidae,,,,2666.28,1397.73,0.524224762590576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0005,ogf-0007/Nem_0005\020x\1746.jpg,13.1,138.0,,Dorylaimidae,,,,2666.28,1397.73,0.524224762590576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0005,ogf-0007/Nem_0005\020x\1747.jpg,13.1,138.0,,Dorylaimidae,,,,2666.28,1397.73,0.524224762590576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0005,ogf-0007/Nem_0005\020x\1748.jpg,13.1,138.0,,Dorylaimidae,,,,2666.28,1397.73,0.524224762590576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0005,ogf-0007/Nem_0005\040x\1775.jpg,13.1,138.0,,Dorylaimidae,,,,2666.28,1397.73,0.524224762590576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0005,ogf-0007/Nem_0005\040x\1776.jpg,13.1,138.0,,Dorylaimidae,,,,2666.28,1397.73,0.524224762590576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0005,ogf-0007/Nem_0005\040x\1777.jpg,13.1,138.0,,Dorylaimidae,,,,2666.28,1397.73,0.524224762590576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0005,ogf-0007/Nem_0005\040x\1778.jpg,13.1,138.0,,Dorylaimidae,,,,2666.28,1397.73,0.524224762590576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0005,ogf-0007/Nem_0005\040x\1779.jpg,13.1,138.0,,Dorylaimidae,,,,2666.28,1397.73,0.524224762590576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0005,ogf-0007/Nem_0005\040x\1780.jpg,13.1,138.0,,Dorylaimidae,,,,2666.28,1397.73,0.524224762590576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0005,ogf-0007/Nem_0005\040x\1781.jpg,13.1,138.0,,Dorylaimidae,,,,2666.28,1397.73,0.524224762590576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0005,ogf-0007/Nem_0005\040x\1782.jpg,13.1,138.0,,Dorylaimidae,,,,2666.28,1397.73,0.524224762590576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0005,ogf-0007/Nem_0005\040x\1783.jpg,13.1,138.0,,Dorylaimidae,,,,2666.28,1397.73,0.524224762590576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
./../../Slide/ogf-0007/Metadata.ods,,,Nem_0005,ogf-0007/Nem_0005\040x\1784.jpg,13.1,138.0,,Dorylaimidae,,,,2666.28,1397.73,0.524224762590576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
