Dir,Comments,Nem,Image,Y,X,Mag,Family,Genus,View,overall body length,distance of vulva from anterior ,% distance of vulva from anterior,stylet or spear length (stomatostyle or odontostyle),% distance from anterior to median bulb relative to length of esophagus,% distance of anterior phasmid from anterior of nematode in relation to body length,% distance of dorsal esophageal gland opening from stylet knobs in relation to stylet length,% distance of phasmid from anus in relation to length of tail,% distance of posterior phasmid from anterior of nematode in relation to body length,% length of anterior female gonad in relation to body length,% length of male gonad relative to body length,% length of posterior female gonad in relation to body length,(distance of dorsal esophageal gland opening from stylet knobs x 100)/(length of stylet),(distance of phasmid(when not erratic) from anus x 100)/( length of tail),body length / distance from anterior to base of esophageal glands,body length / distance from anterior to esophago-intestinal valve,body length / greatest body diameter,body length / tail length,capitulum length in µm,conus of stomatostyle/total stomatosyle length,distance from anterior end to excretory pore in µm,distance from base of stylet to median bulb valve/stylet length.,distance from vulva to anus,gubernaculurn length in µm,number of body annules between anterior and excretory pore,number of body annules between anus and tail tip,number of body annules between vulva and anus,number of body annules between vulva and tail tip,number of specimens on which measurements are based,portion of body from anus or cloaca to posterior terminus,SE/L (measured in same units) expressed as %).,spicule length in µm,stylet extension (odontophore) length in µm,stylet length / body diameter at base of stylet,stylet length/body length (measured in same units as %).,tail length / tail diameter at anus or cloaca,total number of body annules,Flickr URL,Dir,Annotated
./../../Slide/ogf-0019/Metadata.ods,,Nem_0003,,10.1,140.1,,Plectidae,,,627.65,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./../../Slide/ogf-0019/Metadata.ods,
./../../Slide/ogf-0019/Metadata.ods,,Nem_0008,,13.3,139,,Plectidae,,,949.9,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./../../Slide/ogf-0019/Metadata.ods,
./../../Slide/ogf-0019/Metadata.ods,,Nem_0010,,17,141,,Plectidae,,,860.4,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./../../Slide/ogf-0019/Metadata.ods,
./../../Slide/ogf-0020/Metadata.ods,,Nem_0003,,10.3,140,,Plectidae,,,786.94,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./../../Slide/ogf-0020/Metadata.ods,
./../../Slide/ogf-0020/Metadata.ods,,Nem_0005,,12,139,,Plectidae,,,1261.85,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./../../Slide/ogf-0020/Metadata.ods,
./../../Slide/ogf-0020/Metadata.ods,,Nem_0008,,13.1,135,,Plectidae,,,716.2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./../../Slide/ogf-0020/Metadata.ods,
./../../Slide/ogf-0020/Metadata.ods,,Nem_0011,,13.9,136.9,,Plectidae,,,1166.73,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./../../Slide/ogf-0020/Metadata.ods,
./../../Slide/ogf-0020/Metadata.ods,,Nem_0012,,14,139.4,,Plectidae,,,810.54,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./../../Slide/ogf-0020/Metadata.ods,
./../../Slide/ogf-0021/Metadata.ods,,Nem_0006,,17.1,139,,Plectidae,,,1092.06,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./../../Slide/ogf-0021/Metadata.ods,
./../../Slide/ogf-0021/Metadata.ods,Damaged,Nem_0007,,13.1,137.1,,Plectidae,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./../../Slide/ogf-0021/Metadata.ods,
./../../Slide/ogf-0001/Metadata.ods,,Nem_0004,,5.5,135,,Rhabditidae,,,496.34,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./../../Slide/ogf-0001/Metadata.ods,
./../../Slide/ogf-0006/Metadata.ods,,Nem_0001,,10.5,134.4,,Rhabditidae,Neosteinernema,,620.34,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./../../Slide/ogf-0006/Metadata.ods,
./../../Slide/ogf-0006/Metadata.ods,,Nem_0005,,15.9,139.9,,Rhabditidae,,,1314.42,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./../../Slide/ogf-0006/Metadata.ods,
./../../Slide/ogf-0016/Metadata.ods,,Nem_0003,,14.1,138,,Rhabditidae,,,516.02,390.22,0.756211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./../../Slide/ogf-0016/Metadata.ods,
./../../Slide/ogf-0017/Metadata.ods,,Nem_0003,,11.5,138,,Rhabditidae,,,698.91,345.2,0.493911949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./../../Slide/ogf-0017/Metadata.ods,
./../../Slide/ogf-0020/Metadata.ods,,Nem_0006,,12.9,137,,Rhabditidae,,,798.21,391.49,0.490459904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./../../Slide/ogf-0020/Metadata.ods,
./../../Slide/ogf-0015/Metadata.ods,,Nem_0007,,10.1,137,,Tric,,,772.23,403.88,0.523004804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./../../Slide/ogf-0015/Metadata.ods,
./../../Slide/ogf-0002/Metadata.ods,,Nem_0004,,13.9,137,,Trichodoridae ,,,890.61,501.13,0.562681757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./../../Slide/ogf-0002/Metadata.ods,
./../../Slide/ogf-0003/Metadata.ods,damaged,Nem_0002,,13,138.5,,Trichodoridae ,,,817.81,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./../../Slide/ogf-0003/Metadata.ods,
./../../Slide/ogf-0003/Metadata.ods,Chck F,Nem_0003,,13.5,135.5,,Trichodoridae ,,,717.49,425.14,0.592537875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./../../Slide/ogf-0003/Metadata.ods,
./../../Slide/ogf-0003/Metadata.ods,good,Nem_0005,,15.5,137.1,,Trichodoridae ,,,753.69,450.05,0.597128793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./../../Slide/ogf-0003/Metadata.ods,
./../../Slide/ogf-0004/Metadata.ods,,Nem_0003,,9.1,140.1,,Trichodoridae ,,,559.39,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./../../Slide/ogf-0004/Metadata.ods,
./../../Slide/ogf-0013/Metadata.ods,,Nem_0006,,21.1,138.3,,Trichodoridae ,,,715.1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./../../Slide/ogf-0013/Metadata.ods,
./../../Slide/ogf-0018/Metadata.ods,,Nem_0001,,9.9,134.9,,Trichodoridae ,,,727.92,409.11,0.562026047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./../../Slide/ogf-0018/Metadata.ods,
./../../Slide/ogf-0019/Metadata.ods,,Nem_0009,,15,141,,Trichodoridae ,,,685.68,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./../../Slide/ogf-0019/Metadata.ods,
./../../Slide/ogf-0020/Metadata.ods,,Nem_0009,,13,141,,Trichodoridae ,,,582.74,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./../../Slide/ogf-0020/Metadata.ods,
./../../Slide/ogf-0020/Metadata.ods,,Nem_0010,,13.1,141.5,,Trichodoridae ,,,637.91,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./../../Slide/ogf-0020/Metadata.ods,
./../../Slide/ogf-0001/Metadata.ods,,Nem_0001,,11.1,136.1,,Tylenchidae,,,591.46,390.37,0.660010821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./../../Slide/ogf-0001/Metadata.ods,
./../../Slide/ogf-0001/Metadata.ods,,Nem_0006,,9.1,129.9,,Tylenchidae,,,597.32,397.73,0.665857497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./../../Slide/ogf-0001/Metadata.ods,
./../../Slide/ogf-0004/Metadata.ods,,Nem_0005,,11.1,146.9,,Tylenchidae,,,904.93,724.99,0.801155891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./../../Slide/ogf-0004/Metadata.ods,
./../../Slide/ogf-0004/Metadata.ods,,Nem_0007,,11.9,147,,Tylenchidae,,,612.8,411.08,0.670822454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./../../Slide/ogf-0004/Metadata.ods,
./../../Slide/ogf-0006/Metadata.ods,,Nem_0002,,10.9,137,,Tylenchidae,Malenchus,,578.52,390.83,0.675568693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./../../Slide/ogf-0006/Metadata.ods,
./../../Slide/ogf-0007/Metadata.ods,,Nem_0004,,13.1,142,,Tylenchidae,,,605.3,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./../../Slide/ogf-0007/Metadata.ods,
./../../Slide/ogf-0008/Metadata.ods,,Nem_0002,,14.9,140.7,,Tylenchidae,,,641.16,418.42,0.652598415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./../../Slide/ogf-0008/Metadata.ods,
./../../Slide/ogf-0008/Metadata.ods,,Nem_0005,,15,140,,Tylenchidae,,,631.65,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./../../Slide/ogf-0008/Metadata.ods,
./../../Slide/ogf-0008/Metadata.ods,,Nem_0007,,20.5,135,,Tylenchidae,,,668.3,454.72,0.680412988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./../../Slide/ogf-0008/Metadata.ods,
./../../Slide/ogf-0010/Metadata.ods,,Nem_0003,,13,142,,Tylenchidae,,,575.52,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./../../Slide/ogf-0010/Metadata.ods,
./../../Slide/ogf-0011/Metadata.ods,,Nem_0007,,13.9,137,,Tylenchidae,,,666,352.56,0.529369369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./../../Slide/ogf-0011/Metadata.ods,
./../../Slide/ogf-0012/Metadata.ods,,Nem_0003,,9.5,143.9,,Tylenchidae,,,642.46,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./../../Slide/ogf-0012/Metadata.ods,
./../../Slide/ogf-0013/Metadata.ods,,Nem_0003,,15.9,141.1,,Tylenchidae,,,1135.48,637.15,0.561128333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./../../Slide/ogf-0013/Metadata.ods,
./../../Slide/ogf-0018/Metadata.ods,,Nem_0007,,14.1,142,,Tylenchidae,,,1300.55,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./../../Slide/ogf-0018/Metadata.ods,
./../../Slide/ogf-0019/Metadata.ods,,Nem_0005,,12.9,144,,Tylenchidae,,,671.87,442.05,0.65793978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./../../Slide/ogf-0019/Metadata.ods,
./../../Slide/ogf-0019/Metadata.ods,,Nem_0006,,12.9,138,,Tylenchidae,,,659.44,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./../../Slide/ogf-0019/Metadata.ods,
./../../Slide/ogf-0019/Metadata.ods,,Nem_0007,,12.9,134.9,,Tylencholaimoidea,,,735.24,502.53,0.683491105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./../../Slide/ogf-0019/Metadata.ods,
./../../Slide/ogf-0020/Metadata.ods,,Nem_0001,dd,5.2,142,,Tylencholaimoidea,,,595.77,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./../../Slide/ogf-0020/Metadata.ods,
./../../Slide/ogf-0020/Metadata.ods,,Nem_0002,,9,138,,Tylencholaimoidea,,,543.78,364.32,0.669976829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./../../Slide/ogf-0020/Metadata.ods,
./../../Slide/ogf-0020/Metadata.ods,,Nem_0007,,12.9,140,,Tylencholaimoidea,,,719.13,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./../../Slide/ogf-0020/Metadata.ods,
./../../Slide/ogf-0014/Metadata.ods,,Nem_0001,,6.5,140,,Undentified,,,990.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./../../Slide/ogf-0014/Metadata.ods,
./../../Slide/ogf-0005/Metadata.ods,,Nem_0005,,16,140.8,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./../../Slide/ogf-0005/Metadata.ods,
./../../Slide/ogf-0020/Metadata.ods,,Nem_0013,,15.5,140.5,,,,,650.98,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./../../Slide/ogf-0020/Metadata.ods,
./../../Slide/ogf-0020/Metadata.ods,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,./../../Slide/ogf-0020/Metadata.ods,
